id,category,description,img_path,url,picarats,first_hint,second_hint,third_hint,special_hint,solution,answer_img
145,Arrange,"""When one shines above, six burn below.
 When three face the sun, four look to the earth.
 When two swim to the surface, five dive to the depths.


Solve my riddle and prove your worth!""

Answer the doorkeeper's riddle by sliding stones into the correct slots in the tablet below.
 Only then will the door open.

",layton-data/images/Riddle-Me-Key.jpg,https://layton.fandom.com/wiki/Puzzle:Riddle-Me-Key,30.0,"First of all, have a look at all the stones on the tablet.
 At first glance it may be hard to see how any of these strange motifs could mean anything, but don't give up!
Look closely at the blue parts of the stones that have already been fixed in place.
 These stones are there for a reason, you know.
.
.

","The blue parts of the three fixed stones actually represent numbers.
 The one on the left is a 3, the one in the middle is a 5, and the one on the right is a 4.

Now, have a look at the layout of the numbers.
 There's a reason why they are arranged in this way.

","Look at the door pictured on the top screen.
 Right in the centre, there's something that looks a bit like a certain object.
 Something you shake in your hands and roll, perhaps?
","The door design represents a six-sided die, and the stones you need to put in place represent a flattened out version of it!
You'll find the 2 on the second column from the right, two rows down, and you'll find the 6 just above it.
 Now, on a die, 2 sits on the opposite surface to 5, so where does it go on the tablet? After working this out, you'll just have to place the 6 and then put the 1 in the opposite spot.

","A worthy answer!

The patterns on the stones seem utterly bizarre at first, but on closer inspection, the answer is nothing more complex than a six-sided die.


Did you notice that you can swap the positions of the 1 and 6 and still get the same result?
",/Users/raphael/layton-eval/layton-data/answer_images/Riddle-Me-Key.jpg
24,Line Up,"A flower with very unique petals sits in a garden.
 However, it seems as if the petals are not correctly arranged.
 

The flower pixie thinks they should be arranged so that each petal is next to a petal of either the same colour or shape.


Touch a petal once to pluck it and again to place it.
 Move the petals so that they are arranged per the flower pixie's instructions.

",layton-data/images/Pretty_Posey.jpg,https://layton.fandom.com/wiki/Puzzle:Pretty_Posey,30.0,"Begin with a simple first step.

Gather all the petals of similar colour and arrange them together.

","You've probably noticed one or two petals that stick out from the rest.

Take a careful look at the purple petal's shape and compare it to the rest.

Which petals share this uniquely coloured petal's shape?
","Next, take a look at the pink petal.

It's very similar to the purple petal in that it is the only one of its colour.

Take a look at its shape and place it next to petals of the same shape.

","The order of colours is as follows:

Green, purple, orange, blue and pink.

That leaves you free to focus on the shape of the petals.

","Beautiful!

What a lovely arrangement of petals.
 The pixie seems very pleased!
",/Users/raphael/layton-eval/layton-data/answer_images/Pretty_Posey.jpg
W14,Write Answer,"The room shown below is perfectly square and completely empty.
 Four normal chicken eggs were placed on the floor of the room.
 Shortly afterward a man come with a giant steel cylinder and rolled it all over the floor.
 Amazingly, not a single egg was broken in the process.
 Can you guess where these eggs were placed?

The eggs used in this problem are standard-sized eggs, but have been made larger so that you can move them around more easily.

",layton-data/images/The_Egg-nigma.jpg,https://layton.fandom.com/wiki/Puzzle:The_Egg-nigma,0.0,"There are places on the floor that the cylinder can't reach no matter how it's turned or tilted.
 Where do you think they could be?
Pay special attention to the fact that  there were four eggs.

",,,,"Good thinking!

As shown here, there are a few places in the room the big steel cylinder just can't reach.


If you place the eggs in the corners of the room, even turning the cylinder on its side doesn't allow it to reach into the corners.


In the Japanese version, this puzzle is listed as Weekly Puzzle 23.

",
044,Circle Answer,"To find the clock tower in the village below, just follow these directions:

Go straight and take the first left.
 Take the next right and then the next left, and it will be right in front of you.


At which spot, A through H, is the clock tower located?
",layton-data/images/Find_the_Clock_Tower.jpg,https://layton.fandom.com/wiki/Puzzle:Find_the_Clock_Tower,25.0,"""Go straight and take the first left.
""
You can start from several of the spots and follow this direction.
 The key is the next part, ""Take the next right.
""
Which starting point will allow you to take a left and then a right?
","The starting point for the directions provided is spot A, C, D, or G.

Following the directions mentioned in Hint One gives you the following routes starting from spots A and C:
A to D to E to G.
<br/>
A to B to E to D.

What are the routes if you start from spots D or G?
","If you start from spots D or G and follow the directions mentioned in Hint One, you get these routes:
D to E to B to C.
<br/>
G to E to D to A.

","The final direction: take ""the next left and it will be right in from of you.
""
Try taking a left from each of the final spots listed in Hints Two and Three.

As long as you remember which way you were facing, you'll figure out the clock tower's location in no time.

","Correct!

The clock tower is located at spot H.


The directions are from spot A if you're facing spot D.

",
166,Piece Positioning,"This huge robot is in need of a remodel.
 Use all of the available magnets and join them together to make one circuit.
 The north pole of each magnet is red, and the south pole is blue.
 If the poles are opposite, they will join, but if they are the same, they will repel.
 Slide the magnets from the left-hand side to place them in the frame and make a circuit.
 Touch a magnet to rotate it.

",,https://layton.fandom.com/wiki/Puzzle:Magnet_Magic,45.0,"Without worrying too much about the orientation of the poles, first think about the shape they will make when they are joined together.

","The solution looks like a circuit going right around the outside of the frame with a couple of dents in it.

","Place one straight magnet on the right and one on the left, with the north-south orientation opposite.

","Connect the two magnets on the right and left by making a circuit using the U-shaped magnets.
 Join them together in a wave shape, with three at the top and three at the bottom.

","You did it!

The magnetic circuit is complete.

Uh-oh, looks like those magnets may be a little too powerful.

",
x,,"<p><span typeof=""mw:File""><a class=""mw-file-description image"" href=""https://static.
wikia.
nocookie.
net/layton/images/8/8b/LW-x-puzzle.
jpg/revision/latest?cb=20170802234748""><img class=""mw-file-element"" data-image-key=""LW-x-puzzle.
jpg"" data-image-name=""LW-x-puzzle.
jpg"" data-relevant=""1"" decoding=""async"" height=""241"" loading=""lazy"" src=""https://static.
wikia.
nocookie.
net/layton/images/8/8b/LW-x-puzzle.
jpg/revision/latest/scale-to-width-down/350?cb=20170802234748"" width=""350""/></a></span>
</p>",layton-data/images/A_Chess_Mystery.jpg,https://layton.fandom.com/wiki/Puzzle:A_Chess_Mystery,60.0,,,,,,
066,Circle Answer,"Each of these five people has borrowed money from one of the others, and each has lent money to one of the others.
 You know that none of them has lent money to more than one person, and none of them has borrowed money from someone that they have lent money to.
 You also know these facts:

1.
 B borrowed money from A.

2.
 E did not lend money to A.

3.
 C lent money to D.


Who did A borrow money from?
Circle your answer.

",layton-data/images/Five_Borrowers.jpg,https://layton.fandom.com/wiki/Puzzle:Five_Borrowers,60.0,"Borrowing and lending can get quite complicated.
 To make things easier, you should think of each transaction only in terms of one person lending money to another.
 Doing this means you need to find five transactions.

You already know two.
.
.

","Know know who A and C lent money to, but not who B, D and E did.

However, since B borrowed money from A, and D borrowed money from C, you know that B, D and E must have lent money to one of A, C and E.

","From Hint 2, you know that E lent money to either A, C or E.
 Of course, you can't lend money to yourself, so that leaves A or C, and you can eliminate A based on the information in the puzzle.
 So E lent money to C.

That leaves two more transactions to find.
.
.

",,"That's right! A borrowed money from D.


If you trace the flow of money according to the stated conditions, the answer becomes obvious.

",
007,Solitaire,"Oh no! The pirates are attacking! Move the pieces around the board according to the rules below, and turn all the pirates into sailors!

- Sailors and pirates can only move by leaping over pieces adjacent to them.

- Multiple sailors and pirates can be leapt over in one movement.

- Pirates that are leapt over will turn into sailors, and sailors that are leapt over will turn into pirates.

",layton-data/images/Mutiny!.jpg,https://layton.fandom.com/wiki/Puzzle:Mutiny!,30.0,"The first move in crucial.
 Start by moving the pirate on the far right of the board.

","Next, move the pirate nearest tot he left edge of the board over to the far right.
 After that, move the pirate on the second space from the right edge of the board.

","If you've followed the steps given in Hints 1 and 2, there should be only one sailor on the board, over on the far left.

Move this sailor, and you'll have three sailors and one pirate.
 Move the middle one of these sailors over to the far left of the board.

","It's time for the decisive move: bring the pirate on the far right into the centre of the board.
 You'll now have three pirates, but you're only one move away from turning them all into sailors!
Make the leap!
","Yo ho ho!

The sailors were victorious, and calm has been restored to the high seas.

",
005,Thingamajig Thinking,"Use a special beam cannon to wipe out the fleet of UFOs that have appeared over the streets of London.
 
Each UFO has a number on it, and this is the number of times you must hit it to destroy it.
 All UFOs must be destroyed.
 Each beam has enough energy to travel along one line only.
 You can choose the direction of the beam, but you cannot travel along the same line twice.
 To fire, touch where you would like the beam to travel.

",,https://layton.fandom.com/wiki/Puzzle:Alien_Attack,45.0,"The UFO with the highest number looks the most formidable.
 Focus your attacks on that one first.

","Let's go over the first three steps.
 First, hit the UFO with the highest number, then fire your beam at the top-right UFO and the uppermost UFO, in that order.

","Continuing on from hint two.
.
.
From the uppermost UFO, send your beam to the bottom-left UFO, and then take the shortest path from there to the lowest UFO.

","Finally, passing through the UFO with the highest number, destroy the upper-left UFO.
 Then use your remaining energy to destroy the last UFO.

","You did it!

You restored peace to the city.
 Focusing your attacks on the UFO with the highest numbers while attacking the surrounding UFOs was the key to destroying the whole fleet.

",
014,Gubbins Guiding,"Piping hot pizza has just been delivered, so it's time to get it on the plates, pronto!

It's been pre-sliced, and you just need to make sure all three children have precisely the same amount.


But! (There's always a but.
) Each child has a particular ingredient that he or she doesn't like, so you can't give them slices with toppings they won't eat.

",,https://layton.fandom.com/wiki/Puzzle:Pizza_Preferences,30.0,"To divide the four pizzas equally among three children, it means each child needs eight slices.

But you still have to take into account each child's food preferences, of course.

","The large piece of the right-hand pizza contains both egg, which the left-hand child wont eat, and bacon, which the right-hand child won't eat.

So it has to go to the child in the middle.

The smaller piece of the same pizza also contains ingredients that two children won't eat, so it has to go to the child on the left.

","Continuing on from hint two.
.
.

The middle child now only needs four more slices to reach the eight slices that constitute a third of the total amount of pizza.

You can only make four slices using two of the pieces from the left-hand pizza.

Remember what the middle child won't eat as well.

","Continuing on from hint three.
.
.

The middle child now has all her slices.

So just deal out the rest, giving any egg to the child on the right, and any bacon to the child on the left.

","You did it!

Now eat it up before it's stone cold!
",
001,Circle Answer,"""My village is on a road that leads to no other towns.
 I look forward to seeing you there.
""

Use your stylus to draw a circle around the right village, and then touch Submit.

",layton-data/images/Where%27s_the_Town%3F.jpg,https://layton.fandom.com/wiki/Puzzle:Where%27s_the_Town%3F,10.0,"You can use the stylus for a whole lot more than just circling the answer, you know.
 Try tracing a path--any path--to see if it connects to more than one town.

Try it a few times until you are confident you have the right answer.
 Then just tap the Submit icon.

","Still stumped? Try tracing paths backward, so that you start from a village and work your way back.
 This will make it easy for you to see if any other towns are connected to the one you selected.

","Just look for the town that's not connected to any other.
 In other words, any town that's connected to another can't possibly be the right answer.

If you take a look at the map, you should be able to see any connections between towns with no trouble.

",,"That's correct!

The only town that isn't connected by roads to another town is the one in the upper-left area of the map.


It looks like you're all ready to start solving puzzles!
",
002,Select,"These four photos were taken at the same location.


Three of these were shot by tourists who took turns taking pictures of each other.
 One of the photos was taken on a completely different day.


Tap the three photos that were taken by the tourists who traveled together.

",layton-data/images/Tourist_Spotting.jpg,https://layton.fandom.com/wiki/Puzzle:Tourist_Spotting,20.0,"There is one common detail in three of the photos that shows that they were sightseeing at the same time.

Compare the photos until you see what the detail is.

","If you're thinking the dog in the photo is the key, you're barking up the wrong tourist attraction.

Is there another detail that links three of the photos?
","Look around the feet of each person.
 Do you see anything there?
Take a close look around the subjects' feet.
 Do you notice anything in particular that stands out?
","The shadows in the photos will give you an idea of when each photo was taken.

Since three people were traveling together, look for matching shadows.

","Correct!

You can tell which pictures were taken together by looking at their shadows.


Three photos show a person's shadow in the same position--which means their subjects must have been there at the same time.

",
071,Write Answer,"A boy and girl are chatting at a local cafe.
 Looking up from his coffee, the boy says,

""You know, I'm 20 now, but back when I was as old as you are now, you were half my current age.
 Neat, huh?""

As you can see, this boy isn't the most concise of speakers, but using what he's said, how old is the girl he's chatting with?
",layton-data/images/How_Old_Is_She%3F.jpg,https://layton.fandom.com/wiki/Puzzle:How_Old_Is_She%3F,30.0,"Start by figuring out how old the girl was back when the boy was as old as the girl is now.

What relationship does the girl's past age have with the boy's current age?
","Maybe you already picked up on this, but if you double the girl's age from back when the boy was the girl's current age, you should get the boy's current age of 20.

","Using the facts in Hint Two, you can ascertain that the girl was 10 back when the boy was the girl's current age.
 Since then, X years have passed, the boy has become 20, and the girl has become her current age.
 If you can find a number of years that, when added to 10 and subtracted from 20, yield the same age, you're very close to finding the girl's current age.

Now what could X be?
",,"Nice!

A careful read of the puzzle reveals that when the boy was the girl's current age, her age was half of the boy's current age.
 The boy's current age is 20, and half of that is 10, so the girl must have been 10 back then.


Once you know this and factor in the other hints, it's obvious that the girl must be 15 now.

",
134,Write Answer,"Which valves do you need to open to send steam from the boiler into 2, but not 1 or 3?

All valves start in the closed position.
 Answer using the solution that requires opening the fewest number of valves.
 Tap a valve to open or close it.

",layton-data/images/Steam_Power.jpg,https://layton.fandom.com/wiki/Puzzle:Steam_Power,40.0,"Portions of the pipes connected to 2 also head to 1 and 3.
 Make sure that you don't open any valves that let steam reach these other areas.

","In the solution, the steam is sent from the middle of the three pipes coming out of the boiler.

","The solution to this puzzle requires that you open three valves.
 At the first fork in the pipe, head upward.

",,"Vaporific!

You only need to open three valves to direct steam to 2 and not 3 or 1.

",
078,Multiple Choice,"Three clowns are chatting about their three shared pieces of equipment.

1) ""I keep my hat in the black box and everything else in the yellow box.
""
2) ""I keep my drum in the red box, my ball in the green, and my hat in the black.
""
3) ""I keep my drum in the green box and everything else in the white box.
""

The clowns have each put one thing into a box, and no two clowns put away the same thing.
 The black and green boxes are empty.
 Which box contains a ball?
",layton-data/images/Three_Clowns.jpg,https://layton.fandom.com/wiki/Puzzle:Three_Clowns,30.0,"The empty black and green boxes are the keys to solving this puzzle.

You need to work out which clown put his or her ball in one of the remaining boxes.

","Both 1 and 2 said they would put their hat into the black box, but the black box is empty.
 Since there's one of each item in the boxes, that must mean 3 put her hat in one of the boxes.

","From Hint 2, you can work out that 3 put her hat in the white box.

Now look at what 1 and 2 said.
 Where would 2 put his ball if he was going to put it away?
","So who put away a ball and into which box?
","Correct!

It's the yellow box.
 Since the black box is empty, neither 1 nor 2 put their hats into it, which means 3 must have put away her hat in the white box.
 The green box is also empty, meaning that 2 can't have put his ball in it, so he must have put his drum in the red box.
 That leaves 1, who put her ball in the yellow box.

",/Users/raphael/layton-eval/layton-data/answer_images/Three_Clowns.jpg
002,Write Answer,"""My friend gave me this birthday present, but it was delivered in a block of ice!

The card that came with it said you can use five 150 ml cups of hot water to melt 30 g of ice, and that I'd have to work out how many cups of hot water are necessary to melt the 2 kg ice block that's around it.
""

Can you help Prima work out how many cups of hot water are necessary?
",layton-data/images/A_Glacial_Gift.jpg,https://layton.fandom.com/wiki/Puzzle:A_Glacial_Gift,20.0,"Pouring all this water over a present seems to be a lot of work.

","If five cups of hot water only melt 30 g of ice, melting 2 kg is going to take forever! Surely Prima's friend doesn't want her to spend her whole birthday trying to get at the gift.

There must be another way.
 Think carefully!
","Maybe you don't have to do any calculations to solve this puzzle.

Maybe there's a way of getting hold of that present that doesn't involve any work at all!
","At least she can open her present inside.
 It's all warm and toasty, thanks to the fireplace.

Hey! What if.
.
.

","That's right!

Zero cups.
 All she has to do is leave it by the fire and wait.

",
126,Sliding,"Two sets of colored balls, labeled A through D, sit in a box as shown below.
 Your job is to move the red balls to the red zone and the blue balls to the blue zone.


Sound difficult? It gets harder.
 Within each zone, all the balls must stay in their correct ABCD order in order for you to complete the puzzle.


Balls can only move into vacant spots, and they can't jump over other balls.

",layton-data/images/Red_and_Blue_2.jpg,https://layton.fandom.com/wiki/Puzzle:Red_and_Blue_2,70.0,"Your first priority should be to get all the balls switched over to their matching zones.

Once you've moved the balls to their correct zones, you can worry about arranging them in the proper order.

","You are going to have to be a little methodical in your approach to this puzzle.

You can stumble upon the answer by just moving things around, but the puzzle is much easier to finish when you create rules for yourself to operate by.

Make sure you aren't just repeating the same unsuccessful moves each time you start moving balls around.

","It's easy to move balls around without thinking, but that'll get you nowhere.
 Remember to stay focused on your goal when moving things around.
 The truth is that experimenting with the puzzle is more useful than any hint you could get, but since you paid for it, here's one more.

You have very little room to work with.
 As you've probably figured out, there's a single spot in the center where you can stash a ball, so make good use of it.

",,"Great job!
",
088,Arrange,"This pile of books has just been returned to the library, and it's your job to tidy them up.


Your instructions say that the numbers next to and above each shelf indicate how many books should be in that row or column.
 Also, some books are part of a series, so they're bundled together to make them easier for people to find.
 Arrange the books on the shelves so that each row and column contains the right number of books.


The bundles can be rotated if necessary.

",layton-data/images/Bibliofiling_3.jpg,https://layton.fandom.com/wiki/Puzzle:Bibliofiling_3,50.0,"You should start by thinking about where the red bundles need to be positioned.
 Look at which rows and columns have the biggest numbers on them and you should have a fairly good idea of where the red bundles need to go.

","You'll have noticed, while trying to position the red bundles, that there are several rows and columns labelled with a number that's four or higher.
 Of the columns, though, there's only one where a red bundle can actually fit.

If you assign one of the red bundles to this column, it won't be difficult to work out where the other red bundles need to go.

","Place the red bundles as shown here, then turn your attention to the blue bundles.

","Once you've positioned the red and blue bundles as shown here, you've only got the green books left to worry about.

","A job well done!

All the books are right back where they're supposed to be.


Well, at least until the next borrower comes along!
",/Users/raphael/layton-eval/layton-data/answer_images/Bibliofiling_3.jpg
010,Write Answer,"All right, here's a quick and easy one.


The first letter of the alphabet is A, and the letter B comes after the letter A.


However, the letter you need to worry about is the last one.
 What's the last letter of the alphabet?

Here's a hint: it isn't Z.

",layton-data/images/Alphabet.jpg,https://layton.fandom.com/wiki/Puzzle:Alphabet,30.0,"Z isn't the answer.
 Though it might not seem like it, that's a very big hint.

","The letter after P isn't Q.
 It's H.

","Still nothing? Look at the title of this puzzle.
 It's all you really need to know.

",,"Good job!

The last letter in the word ""alphabet"" is the letter ""T.
""
",
126,Arrange,"Sonya's organising a little soirée and intends to be the perfect host.
 She's heard that three of her guests are rather fussy and will be terribly offended if she offers them anything other than their favourite beverage.
 Her friends each give her a tip:
""B likes tea and C hates juice.
""
""A likes milk or tea, while B hates juice.
""
""Either B or C likes milk, and A hates juice.
""

Sadly, one of these tips is utter rubbish.
.
.

Still, can you help Sonya work out what to offer each of her fussy guests?
",layton-data/images/Thirst_for_Answers.jpg,https://layton.fandom.com/wiki/Puzzle:Thirst_for_Answers,30.0,"Start by dealing with each tip one at a time.
 If the first tip is false, B hates tea and C likes juice.
 If the second tip is false, A hates milk and tea, and B likes juice.

Can you work out what it means if the third tip is false?
","Let's assume the second tip is the false one, making the first and third tips true.
 The first tip tells you that B likes tea, A likes juice and C likes milk, but then, if the second tip is false, B must like juice, not tea.
.
.

The second tip can't be the false one!
","Now let's imagine that the third is false and that the first and second tips are true.
 The first tip tells you A likes juice, but then the second one says that A likes either milk or tea.
 Looks like this isn't going to work.
.
.

The third tip can't be the false one.
 But you know that one of the tips must be false.

","Imagine that the first tip is false and the second and third tips are true.

C likes juice, B hates juice and A hates juice.
 No problems there.

B hates tea and juice, so he likes milk.
 Either B or C likes milk.
 All good so far.

Now then, who likes tea?
","Splendid!

A likes tea, B likes milk and C likes juice.


Perhaps one of Sonya's friends wanted to make B drink the tea he hates so much.
 But you're not going to let a grudge spoil her perfect party!
",/Users/raphael/layton-eval/layton-data/answer_images/Thirst_for_Answers.jpg
077,Pictorial,"The numbers from one to five have counted up the number of something about them.
 '1' has one, '2' has one, '3' has zero, and '4' has three.
 How many does '5' have?
",,https://layton.fandom.com/wiki/Puzzle:Number_of_Numbers,40.0,"The thing that they counted has something to do with their appearance.

","Colour is irrelevant.
 Just think about the shape of the numbers.

","Numbers are made up of straight lines and curvy lines.

","Try counting up how many straight lines each number has.

","You did it!

The numbers had counted up how many straight lines they contained.

",
075,Draw Line,"You have a box of four different kinds of delectable candy arranged in no particular order.
 Your job is to divide these treats into five equal portions using your stylus.
 To do so, you need to make sure each portion contains exactly the same number and variety of snacks.
 Furthermore, all the sweets in a single portion must be connected to each other vertically or horizontally, but not diagonally.


Got it? Good.
 Then get started!
",layton-data/images/Candy_for_Five.jpg,https://layton.fandom.com/wiki/Puzzle:Candy_for_Five,25.0,"First count out how many sweets you have.
 There are five pieces of three types of candy and 10 pieces of a fourth type.
 You have to put two pieces of this fourth type of candy into each of the five portions.

","Look for sweets that are one per portion; in other words, varieties of candies that number five pieces in all.
 If you find two of these candies next to each other, you can draw a line through where the connect, since they can't exist in the same portion.
<br/>
Start by drawing in these lines.

Start by drawing in these lines.

","Do you see the three pieces of the same variety of candy in the third row? The leftmost pieces are part of a single portion.
 The third of those three pieces and the identical piece of candy directly below it are part of a different portion.

Now that you know that much, you shouldn't have too much trouble finishing the puzzle.

",,"Sweet!

The puzzle's solution is shown above.


Now remember, those candies are for everyone, so don't forget to share!
",
055,Gubbins Guiding,"There is a bird in the middle of the forest, and it has a strange habit of flying from yellow trees to green trees to get where it wants to go.
 Help it find a route back to the eggs waiting in its nest, stopping off at every tree along the way.
 Slide the bird to move it between trees, without bumping into or flying over other trees.

",,https://layton.fandom.com/wiki/Puzzle:Tree_Route,30.0,"It's possible to figure out the correct route by starting at the destination.

","Find a route that involves a circuit of trees around the outside edge.

","First head to the right.

","Continuing on from hint three.
.
.

If you start from the nest and plot a clockwise route around the outside edge, you should be able to see the right way to go.

","You did it!

The bird flew all around the forest to get back to its nest.
 It's great that it made it back to the eggs safe and sound.

",
048,Select,"On their way back to their forest homes, these three squirrels each stop in some of the clearings scattered around the woods.
 When a squirrel passes through a clearing, it takes every acorn it can find - leaving none for the others! The numbers on each of the clearings indicate how many acorns they contain.


The squirrels set off one after the other from top to bottom, and when they call get back home, they have the same number of acorns.
 Which route did each of them take?
",layton-data/images/Acorn_Allocation_2.jpg,https://layton.fandom.com/wiki/Puzzle:Acorn_Allocation_2,40.0,"The first squirrel picks up acorns from the central clearing on its way home.

","The second squirrel passes through two clearings from which the acorns have already been taken.

","The third squirrel also passes through two clearings from which the acorns have already been taken.

","All three squirrels pass through the central clearing, but after the first squirrel picks up the five acorns, there's none left for the others.

Each squirrel collects 16 acorns in total.

","Nutcracking good job!

By taking these routes home, all the squirrels will end up with 16 acorns.

",
069,Input,"Can you work out the height of this lamppost just by looking at its shadow?

The post next to the light has a height of 1 meter and casts a shadow 1.
5 meters long.

",layton-data/images/Lanky_Lamppost.jpg,https://layton.fandom.com/wiki/Puzzle:Lanky_Lamppost,40.0,"The shadow on the wall is the tricky part.
 It runs vertically up the wall so the proportions of this part of the lamppost's shadow are not stretched.

Actually, its scale is the same as the posts next to the lamp or, indeed, any other vertical object.

","Think about a 2-meter post and how long its shadow would be.
 The 1-meter post casts a 1.
5-meter-long shadow.
 Therefore, a post 2 meters tall would cast a shadow 3 meters long.

","The post is 1 meter tall with a shadow 1.
5 meters long (in other words, the shadow is half as long again).
 The part of the lamppost's shadow stretching from the foot of the post up to the wall is 3 meters, and so the part of the lamppost casting a shadow on the ground is 2 meters high.

","Since we know from Hint 3 that the part of the shadow on the ground is cast by 2 meters of the lamppost, all we need to do now is add that to the 2 meters of shadow running up the wall.

","Precisely!

The lamppost is 4 meters high.

",
056,Button,"A young man tells his local florist about three games he intends to play by picking petals off of flowers one at a time.


He'll start with ""She loves me, she loves not"" and move on to ""Happy, unhappy, so-so.
"" With the final flower, he'll choose whether to buy his sweetheart ""A bouquets, a cake, or ring, or a book.
""

The florist decides to pick out a bouquet that he thinks will give the best answer on the last petal of each flower.
 Which bunch does the young man walk away with?
",layton-data/images/Fortune_Flowers.jpg,https://layton.fandom.com/wiki/Puzzle:Fortune_Flowers,30.0,"Consider the number of petals on each single flower in each bouquet.

It all starts there.

","The man intends to play three different fortune-telling games with the flowers he buys.

Which outcome is best in each game? Keep in mind that the man probably has a preferred outcome for the first two, but he does not actually know which gift would be best for his sweetheart.

","Try thinking about it from the florist's point of view.
 Remember, it's the florist who will be selecting the bouquet for the young man.

","For the young man, the best outcomes are ""she loves me"" and ""happy.
""
The florist, the best outcome for the sweetheart's give would be the ""bouquet,"" because that means he could sell the young man another bunch of flowers!
Counting out on the pets, which flower would give you those three outcomes?
","Correct!

The young man took away the flowers with 13 petals each.
 The results of his games were ""she loves me,"" ""happy,"" and ""bouquet.
""

It seems reasonable that a florist would want the man to buy another bouquet, right?
",
138,Arrange,"Sheppard's plans to go on a hot-air balloon trip have run aground, so to speak - he can't seem to make it stay on course.
 See what you can do to help him get it balanced!

If points A, B, C and D each carry the same amount of weight, balance will be restored.
 The weight carried by each point is the total of the four bags around it.
 The numbers on the bags represent their weight in kilograms.
 The darker bags cannot be moved at all.

",layton-data/images/In_the_Balance_2.jpg,https://layton.fandom.com/wiki/Puzzle:In_the_Balance_2,40.0,"The nine-kilo bag needs to be moved from the centre of the basket.
 Make sure you don't put it next to the eight-kilo bag, though.

","Hint 1 suggested that you need to move the nine-kilo bag from the middle of the basket, but it didn't tell you which bag should go there in its place.

Well, that's what this hint is for! It's the six-kilo bag.

","If you followed Hint 2, you should have the six-kilo bag in the centre of the basket.
 Now try rearranging all the other bags so that the total weight on each of the points from A to D is 19 kilograms.

","With the six-kilo bag in the centre of the basket, as instructed in previous hints, try arranging the other bags like this:
5 1 ?

7 6 3

? 2 8
Now, think about what the ?s should be.
 Place the right bags there and the basket's balance will be restored!
","Well balanced!

The weight of the bags around each point should add up to 19 kilograms.


Sheppard's balloon trip should go without a hitch now!
",/Users/raphael/layton-eval/layton-data/answer_images/In_the_Balance_2.jpg
R,,,,https://layton.fandom.com/wiki/Puzzle:44_A_Polarizing_Puzzle,,,,,,,
116,Pictorial,"It's a catastrophe! A dangerous animal has escaped from the zoo and is lurking somewhere in London! You need to find it, and fast.
 Touch parts of the letters to make them appear and disappear.

",,https://layton.fandom.com/wiki/Puzzle:Beast_on_the_Loose,30.0,"Remove the parts of the letters you don't need in order to spell out the answer.

","There should be four letters remaining.
 Only one of those letters is created by erasing parts of a letter to make another letter.

","Erase parts of one of the letters to make a capital 'i'.

","Leave the 'L' as it is.
 What dangerous animal starts with the letter 'L'?
","You did it!

It was a lion! Who would have tought a lion was lurking in London?
",
052,Logical,"The bus only has three litres of fuel left.
 It's going to run out before it reaches its destination.
 There are ten people on the bus at the moment, and it can travel five miles on one litre of fuel.
 For each person that gets off the bus, it can travel one mile farther.
 If all of the people get off the bus, and two litres of fuel has been added, how many miles can the bus travel?
",,https://layton.fandom.com/wiki/Puzzle:Running_on_Empty,40.0,"let's go over the facts.

Everybody has got off the bus so that it can travel farther, and the bus has five lires of fuel remaining.
 How many more miles is it able to travel?
","The bus has been made lighter and more fuel has been put in.
 Now it just needs to get moving, but has something been overlooked?
","Everyone has got off, so there is nobody left on the bus.

","There is nobody on the bus to drive it.
 It can't go anywhere like this.

","You did it!

If all of the people get off the bus, there is nobody to drive it, which means it can't travel any distance at all.

",
W29,Mark Answer,"This photo of telephone booths was taken on a street corner in London.
 The booths are a brilliant shade of red, but in the picture the colors turned out a bit faded.
 

Four booths appear in the photo, but only three are actually working phones.


Which telephone booth can't be used?
",layton-data/images/Phone_Booths.jpg,https://layton.fandom.com/wiki/Puzzle:Phone_Booths,,"If you look closely, you'll see that one of the booths is actually a reflection of another one.

",,,,"Eagle eyes!

Booth D.


The yellow arrows show the direction in which sunlight falls.
 It is therefore the right side of the phone booths that should be in shadow.
 Looking at how the shadows lie on the left side of Booth D, it becomes clear that it is a mirror reflection of booth C.


Booth D can't be used because it's not actually there!
",
53,Knock Over Logs,"Help the professor make a bridge for Maya by knocking the logs into the water.


Move next to the logs and touch the hammer icon on the Touch Screen to knock them over.


Think carefully about the direction and the order in which to knock over the logs.

",layton-data/images/Bridge_the_Gaps.jpg,https://layton.fandom.com/wiki/Puzzle:Bridge_the_Gaps,40.0,"Solving this puzzle involves more than simply knocking over the logs.
 The order and direction in which the logs fall are both crucial to success.
 Follow the picture below.

","Next, knock over the log as shown in the picture below.

","Continue by knocking over the two logs shown below.
 Just a bit more!
","Only one final log is needed to solve the puzzle.
 In which direction should it fall to lead Maya to safety?
","Great!

Maya and the professor made it safely across!
",
